case_id,category,question,http_status,question_type,expected_route,route_ok,expected_topics,topic_hits,expected_reference_keywords,reference_hits,score,raw_verdict,final_verdict,issue_type,answer_preview,evidence_preview,manual_notes
GQ0035,gotquestions_topic,신앙생활을 하면서 죄를 극복할 수 있는 방법은 무엇인가?,200,topic_search,topic_search|explanation,Y,죄|회개|은혜,죄|회개,요한1서 1|시편 51|로마서 6,,2,CHECK,CHECK,부분 성공: 근거 보강 또는 라벨 점검,"1. 핵심 답변 신앙생활을 하면서 죄를 극복하는 방법은 기도와 하나님의 말씀에 의지하는 것입니다. 기도를 통해 하나님과의 관계를 깊이 있게 유지하고, 자신의 연약함을 고백하며 도움을 요청할 수 있습니다. 또한, 성경의 가르침을 통해 올바른 길을 찾고, 악한 유혹을 물리치는 힘을 얻을 수 있습니다. 따라서, 기도와 말씀 묵상이 죄를 극복하는 중요한 수단이 됩니다. 2. 관련 구절 설명 - 마태복음 6장 6절: ""너는 기도할 때에 네 골방에 들어가 문을 닫고 은밀한 중에 계신 네 아버지께 기도하라."" 이 구절은 기도의 중요성을 강조합니다. 하나님과의 개인적인 관계를 통해 진정한 도움을 받을 수 있음을 알려줍니다. - 빌립보서 4장 6절: ""아무 것도 염려하지 말고 오직 모든 일에 기도와 간구로, 너희 구할 것을 감사함으로 하나님께 아뢰라."" 이 구절은 모든 상황에서 기도를 통해 하나님의 평강을 경험할 수 있음을 보여줍니다. 기도를 통해 마음의 염려를 덜고, 하나님의 인도하심을 받을 수 ","[하이브리드 주제검색 결과] 인식 주제: ['죄', '회개', '믿음', '기도', '정치'] 검색 키워드: ['죄', '죄인', '범죄', '악', '불의', '허물', '회개', '돌이키', '죄를', '회개하라', '돌아오', '고백', '믿음', '믿는', '신뢰', '의심', '확신', '바라는 것', '보지 못하는 것', '기도', '간구', '구하라', '부르짖', '기도하라', '아뢰', '구할', '정치', '국가', '권세', '정부', '법', '순종'] LLM 검색 질의: ['죄를 극복하는 방법', '죄를 이기는 방법은 무엇인가?', '신앙생활에서 죄를 극복하는 방법', '회개와 믿음의 관계', '기도가 죄 극복에 미치는 영향', '신앙생활을 하면서 죄를 극복할 수 있는 방법은 무엇인가?'] 실제 벡터검색 질의: ['죄를 극복하는 방법 회개하라 죄를 고백 돌아오라 탕자의 비유 회복 믿음은 바라는 것들의 실상 믿음으로 의심하지 말라 주를 신뢰 기도하라 간구 부르짖",
GQ0036,gotquestions_unmapped,내가 자살하지 말아야 할 이유가 무엇인가?,200,guardrail,topic_search|explanation,N,,,,,,,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요,"지금 질문은 매우 무겁고 중요한 문제입니다. 혼자 감당하려고 하지 않았으면 합니다. 성경공부 차원의 답변만으로 해결하려 하기보다, 지금 당장 믿을 수 있는 사람에게 연락하거나 가까운 가족, 친구, 목회자, 상담 전문가, 응급기관의 도움을 받는 것이 필요합니다. 당장 위험하다고 느껴진다면 즉시 주변 사람에게 알리거나 가까운 응급 도움을 요청하세요. 성경적으로는 하나님께서 상한 마음을 외면하지 않으신다는 방향의 말씀을 함께 살펴볼 수 있지만, 지금은 안전이 먼저입니다.",,
GQ0037,gotquestions_topic,하나님은 누가 창조했는가?,200,topic_search,topic_search|explanation,Y,창조|말씀|지혜,창조|말씀,창세기 1|창세기 2|시편 19,,2,CHECK,CHECK,부분 성공: 근거 보강 또는 라벨 점검,"1. 핵심 답변 하나님은 스스로 존재하시는 분으로, 그 누구에게도 창조되지 않으셨습니다. 성경은 하나님이 영원부터 존재하셨다고 증언하며, 그분은 모든 것을 창조하신 창조주이십니다. 이사야서 63장 16절에서는 하나님을 우리의 아버지로 묘사하고, 그분의 영원한 존재를 강조합니다. 하나님은 스스로 존재하시는 분이기에, 그분을 창조한 존재는 없습니다. 따라서 하나님은 모든 것의 근원이자, 창조의 시작이십니다. 2. 관련 구절 설명 - 이사야 63장 16절: 이 구절은 하나님을 우리의 아버지로 묘사하며, 그분의 영원한 존재를 강조합니다. 하나님은 아브라함과 이스라엘의 하나님이시며, 그분의 이름은 우리의 구속자로 불립니다. 이는 하나님이 우리와의 관계 속에서 얼마나 중요한 존재인지를 보여줍니다. - 사무엘하 7장 22절: 이 구절에서는 하나님이 광대하시고, 그 외에는 참 신이 없음을 선언합니다. 하나님은 그분의 백성을 구속하시고, 그들을 위해 큰 일을 행하신 분입니다. 이는 하나님이 창조주로","[하이브리드 주제검색 결과] 인식 주제: ['하나님', '창조'] 검색 키워드: ['하나님', '여호와', '주', '아버지', '창조주', '전능', '창조', '창세기', '만물', '하늘과 땅', '환경', '피조물'] LLM 검색 질의: ['하나님은 누가 창조했는가?', '하나님은 누구에 의해 창조되었는가?', '하나님의 존재에 대한 질문', '하나님의 창조 원리에 대한 설명'] 실제 벡터검색 질의: ['하나님은 누가 창조했는가? 하나님의 속성 창조주 하나님은 사랑 하나님의 거룩 태초에 하나님이 천지를 창조 땅을 다스리라 여호와의 것이로다 창조세계', '하나님은 누가 창조했는가?', '하나님은 누구에 의해 창조되었는가?', '하나님의 존재에 대한 질문', '하나님의 창조 원리에 대한 설명'] - 이사야 63장 | score=0.598 | keyword=13 | boost=0.0 16절 주는 우리 아버지시라 아브라함은 우리를 모르고 이스라엘은 우리를 인정치 아니할지라도 여호와여",
GQ0038,gotquestions_unmapped,하나님은 오늘날에도 여전히 우리에게 음성을 들려주시는가?,200,topic_search,topic_search|explanation,Y,,,,,,,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요,"1. 핵심 답변 하나님은 오늘날에도 여전히 우리에게 음성을 들려주십니다. 성경에서 기도는 하나님과의 소통의 중요한 방법으로 제시되며, 하나님은 우리의 기도를 들으신다고 약속하십니다. 기도를 통해 우리는 하나님의 뜻을 구하고, 그분의 응답을 경험할 수 있습니다. 그러므로 기도는 단순한 요청이 아니라 하나님과의 깊은 관계를 형성하는 중요한 수단입니다. 이러한 관계 속에서 하나님은 우리의 마음에 말씀하시고, 인도하십니다. 2. 관련 구절 설명 - 열왕기상 8장 28-30절: 이 구절은 솔로몬이 하나님께 기도하는 장면을 보여줍니다. 그는 하나님께서 그의 기도를 들으시고 응답해 주시기를 간구하며, 하나님이 그 기도를 들으신다는 확신을 가지고 있습니다. 이는 하나님이 여전히 우리 기도를 듣고 계신다는 것을 상기시킵니다. - 마태복음 6장 6절: 예수님은 기도를 은밀한 곳에서 하라고 말씀하십니다. 이는 하나님과의 개인적인 관계를 강조하며, 하나님이 우리의 기도를 아시고 응답하신다는 믿음을 심어줍","[하이브리드 주제검색 결과] 인식 주제: ['하나님', '기도', '소망'] 검색 키워드: ['하나님', '여호와', '주', '아버지', '창조주', '전능', '기도', '간구', '구하라', '부르짖', '기도하라', '아뢰', '구할', '소망', '기대', '기다림', '영광', '약속', '장래', '희망'] LLM 검색 질의: ['하나님은 오늘날에도 음성을 들려주시는가?', '하나님의 음성', '하나님과의 소통', '성령의 인도하심', '기도의 응답', '하나님의 뜻', '하나님은 오늘날에도 여전히 우리에게 음성을 들려주시는가?'] 실제 벡터검색 질의: ['하나님은 오늘날에도 음성을 들려주시는가? 하나님의 속성 창조주 하나님은 사랑 하나님의 거룩 기도하라 간구 부르짖음 구하라 의인의 간구 염려하지 말고 기도 소망 하나님의 약속 장래 소망 기다림 영광', '하나님은 오늘날에도 음성을 들려주시는가?', '하나님의 음성', '하나님과의 소통', '성령의 인도하심', '기도의 ",
GQ0039,gotquestions_unmapped,하나님은 사랑이시라는 무슨 뜻인가?,200,explanation,topic_search|explanation,Y,,,,,,,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요,"1. 핵심 답변 하나님은 사랑이시라는 말은 하나님 본질의 핵심이 사랑임을 나타냅니다. 요한1서 4장 8절에서 ""하나님은 사랑이시라""라고 명확히 언급되며, 이는 하나님이 우리를 사랑하신다는 사실을 강조합니다. 하나님은 우리를 위해 독생자를 보내셨고, 이로 인해 우리는 하나님과의 관계를 회복할 수 있는 기회를 얻었습니다. 따라서 하나님을 사랑하는 것은 그분의 사랑을 경험한 자로서 서로 사랑하는 삶을 살아가는 것을 의미합니다. 2. 관련 구절 설명 - 요한1서 4장 7절: 이 구절은 사랑이 하나님께 속한 것임을 강조합니다. 사랑하는 자는 하나님께로 나아가고, 하나님을 알고 있다는 것을 보여줍니다. 이는 우리가 서로 사랑해야 하는 이유가 하나님이 사랑이시기 때문임을 나타냅니다. - 요한1서 4장 10절: 여기서 사랑의 본질이 드러납니다. 하나님이 우리를 사랑하신 것이지 우리가 하나님을 사랑한 것이 아니라는 점에서, 하나님의 사랑은 무조건적이며 희생적입니다. 이는 우리가 서로 사랑해야 하는 ","[하이브리드 주제검색 결과] 인식 주제: ['사랑', '하나님', '은사', '방언'] 검색 키워드: ['사랑', '사랑하사', '사랑하는', '인애', '자비', '긍휼', '서로 사랑', '하나님', '여호와', '주', '아버지', '창조주', '전능', '은사', '영적 은사', '선물', '성령의 은사', '방언', '통역', '언어', '말하게 하심'] LLM 검색 질의: ['하나님은 사랑이시라는 의미', '하나님의 사랑', '사랑의 본질', '하나님과 사랑의 관계', '사랑의 정의', '하나님이 사랑이신 이유', '하나님은 사랑이시라는 무슨 뜻인가?'] 실제 벡터검색 질의: ['하나님은 사랑이시라는 의미 하나님의 사랑 서로 사랑하라 사랑은 하나님께 속한 것 독생자를 주신 사랑 형제를 사랑 하나님의 속성 창조주 하나님은 사랑 하나님의 거룩 성령의 은사 여러 은사 몸을 세우는 은사 공동체의 유익 방언의 은사 각 언어로 말함 방언 통역 교회에서 방언은 통역이 필요 질서 있게 ",
GQ0040,gotquestions_unmapped,구약의 하나님은 신약의 하나님과 왜 그렇게 다른가?,200,explanation,topic_search|explanation,Y,,,,,,,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요,"1. 핵심 답변 구약의 하나님과 신약의 하나님은 본질적으로 동일하지만, 그 나타나심과 관계의 방식에서 차이를 보입니다. 구약에서는 하나님이 이스라엘 백성과의 언약을 통해 그들의 죄를 사하시고, 그들을 인도하시는 모습이 강조됩니다. 반면 신약에서는 예수 그리스도를 통해 인류와의 관계가 새롭게 정립되며, 하나님의 사랑과 은혜가 더욱 부각됩니다. 이러한 변화는 하나님이 인간과의 관계를 더욱 깊고 친밀하게 만들기 위한 방법으로 볼 수 있습니다. 2. 관련 구절 설명 - 이사야 63장 16절은 하나님을 아버지로 묘사하며, 그분의 구속자 역할을 강조합니다. 이는 하나님이 이스라엘 백성과의 관계에서 그들을 보호하고 인도하는 사랑의 아버지임을 보여줍니다. - 열왕기상 8장 34절은 하나님이 이스라엘의 죄를 사하시고 그들을 다시 땅으로 돌아오게 하기를 기도하는 내용을 담고 있습니다. 이는 하나님이 회개하는 백성을 용서하시고, 그들을 회복시키려는 의지를 나타냅니다. 3. 본문 설명 이사야 63장에서는","[하이브리드 주제검색 결과] 인식 주제: ['하나님'] 검색 키워드: ['하나님', '여호와', '주', '아버지', '창조주', '전능'] LLM 검색 질의: ['구약과 신약의 하나님 차이', '구약의 하나님', '신약의 하나님', '하나님의 성품 변화', '하나님의 언약', '하나님의 구속 계획', '구약의 하나님은 신약의 하나님과 왜 그렇게 다른가?'] 실제 벡터검색 질의: ['구약과 신약의 하나님 차이 하나님의 속성 창조주 하나님은 사랑 하나님의 거룩', '구약과 신약의 하나님 차이', '구약의 하나님', '신약의 하나님', '하나님의 성품 변화', '하나님의 언약', '하나님의 구속 계획', '구약의 하나님은 신약의 하나님과 왜 그렇게 다른가?'] - 이사야 63장 | score=0.598 | keyword=13 | boost=0.0 16절 주는 우리 아버지시라 아브라함은 우리를 모르고 이스라엘은 우리를 인정치 아니할지라도 여호와여 주는 우리의 아버지시라 상고부터 주의 이름",
GQ0041,gotquestions_topic,하나님은 악을 창조하셨는가?,200,topic_search,topic_search|explanation,Y,창조|말씀|지혜,창조|말씀,창세기 1|창세기 2|시편 19,,2,CHECK,CHECK,부분 성공: 근거 보강 또는 라벨 점검,"1. 핵심 답변 하나님이 악을 창조하셨는지에 대한 질문은 성경의 여러 구절을 통해 깊이 있게 이해할 수 있습니다. 성경은 하나님이 모든 것을 창조하셨다고 말하지만, 악은 인간의 죄와 선택에서 비롯된 결과로 설명됩니다. 예를 들어, 다니엘서에서는 이스라엘 백성이 범죄하여 재앙을 당하는 모습을 보여주며, 이는 하나님이 그들에게 진노하신 결과로 해석됩니다. 즉, 하나님은 악을 창조하신 것이 아니라, 인간의 자유 의지로 인해 악이 세상에 들어오게 되었다고 볼 수 있습니다. 2. 관련 구절 설명 - 다니엘 9장 14절: 이 구절은 하나님이 행하시는 모든 일이 공의로우시다는 것을 강조합니다. 이스라엘 백성이 범죄했기 때문에 재앙이 임한 것이며, 이는 하나님의 공의로운 성품을 드러냅니다. 하나님은 악을 창조하지 않으셨지만, 인간의 죄로 인해 악이 존재하게 되었다는 점을 보여줍니다. - 이사야 64장 7절: 이 구절은 하나님이 얼굴을 숨기신 이유가 우리의 죄악 때문임을 나타냅니다. 이는 하나님과의","[하이브리드 주제검색 결과] 인식 주제: ['하나님', '죄', '고난', '창조'] 검색 키워드: ['하나님', '여호와', '주', '아버지', '창조주', '전능', '죄', '죄인', '범죄', '악', '불의', '허물', '고난', '환난', '시험', '핍박', '눈물', '위로', '고통', '시련', '창조', '창세기', '만물', '하늘과 땅', '환경', '피조물'] LLM 검색 질의: ['하나님은 악을 창조하셨는가?', '하나님의 창조', '악의 존재', '하나님의 뜻과 악', '선과 악의 개념', '하나님의 주권'] 실제 벡터검색 질의: ['하나님은 악을 창조하셨는가? 하나님의 속성 창조주 하나님은 사랑 하나님의 거룩 고난 환난 시험 위로 인내 고난 중 소망 태초에 하나님이 천지를 창조 땅을 다스리라 여호와의 것이로다 창조세계', '하나님은 악을 창조하셨는가?', '하나님의 창조', '악의 존재', '하나님의 뜻과 악', '선과 악의 개념', '하나님의 주권",
GQ0042,gotquestions_unmapped,왜 하나님 은 착한 사람들에게 나쁜 일이 일어나는 것을 허락하시는가?,200,topic_search,topic_search|explanation,Y,,,,,,,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요,"1. 핵심 답변 하나님이 착한 사람들에게 나쁜 일이 일어나는 것을 허락하시는 이유는 여러 가지가 있습니다. 첫째, 인간의 죄와 불순종으로 인해 세상은 고난과 고통이 가득한 상태에 놓여 있습니다. 둘째, 하나님은 고난을 통해 우리를 연단하시고, 그리스도의 고난을 통해 위로를 받게 하십니다. 마지막으로, 이러한 어려움은 우리가 서로를 위로하고, 하나님의 뜻을 더욱 깊이 이해하도록 돕는 기회가 됩니다. 2. 관련 구절 설명 - 고린도후서 1장 4절: 이 구절은 하나님이 우리의 모든 환난 중에서 위로를 주신다는 것을 강조합니다. 이는 우리가 받은 위로를 통해 다른 이들을 위로할 수 있는 기회를 제공하며, 고난 속에서도 하나님과의 관계가 더욱 깊어질 수 있음을 보여줍니다. - 여호수아 23장 15절: 이 구절은 하나님이 주신 모든 선한 일이 이루어짐과 동시에 불길한 일도 임할 수 있음을 경고합니다. 이는 우리가 하나님과의 관계를 소홀히 할 때, 그 결과가 우리의 삶에 영향을 미칠 수 있음을 ","[하이브리드 주제검색 결과] 인식 주제: ['고난', '위로', '소망', '직장', '하나님'] 검색 키워드: ['고난', '환난', '시험', '핍박', '눈물', '위로', '고통', '시련', '평안', '안위', '두려워', '염려', '근심', '소망', '기대', '기다림', '영광', '약속', '장래', '희망', '직장', '일', '수고', '노동', '섬기', '충성', '게으름', '하나님', '여호와', '주', '아버지', '창조주', '전능'] LLM 검색 질의: ['하나님이 착한 사람에게 고난을 허락하는 이유', '고난의 의미와 목적', '하나님의 뜻과 고난', '고난 중의 위로', '하나님과의 관계에서의 고난', '신앙과 고난의 관계', '왜 하나님 은 착한 사람들에게 나쁜 일이 일어나는 것을 허락하시는가?'] 실제 벡터검색 질의: ['하나님이 착한 사람에게 고난을 허락하는 이유 고난 환난 시험 위로 인내 고난 중 소망 평안 소망 환난 중 위로 두려워",
GQ0043,gotquestions_unmapped,하나님을 직접 본 사람이 있는가? 하나님을 보고도 살아남는 것이 가능한가?,200,topic_search,topic_search|explanation,Y,,,,,,,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요,"1. 핵심 답변 하나님을 직접 본 사람에 대한 성경의 기록은 명확하지 않습니다. 일반적으로 하나님을 직접 보는 것은 인간에게는 불가능하다고 여겨지며, 이는 하나님이 거룩하고 영원한 존재이기 때문입니다. 성경에는 하나님을 보았다고 주장하는 인물들이 있지만, 그들은 하나님을 직접적으로 본 것이 아니라 하나님의 영광이나 사자들을 통해 그분의 임재를 경험한 경우가 많습니다. 예를 들어, 이사야는 하나님의 영광을 보았지만, 그 경험은 그의 생명을 위협하는 것이었습니다. 따라서 하나님을 보고도 살아남는 것은 일반적으로 불가능하다고 이해됩니다. 2. 관련 구절 설명 - 이사야 63장 16절에서는 하나님을 아버지로 묘사하며, 이스라엘 백성과의 관계를 강조합니다. 이는 하나님이 그들의 구속자라는 사실을 상기시켜 주며, 하나님과의 관계가 얼마나 중요한지를 보여줍니다. - 역대상 29장 11절에서는 하나님이 광대하시고 권능과 영광을 가지신 분임을 강조합니다. 이는 하나님이 만유의 주재로서 인간이 그분을","[하이브리드 주제검색 결과] 인식 주제: ['하나님', '믿음'] 검색 키워드: ['하나님', '여호와', '주', '아버지', '창조주', '전능', '믿음', '믿는', '신뢰', '의심', '확신', '바라는 것', '보지 못하는 것'] LLM 검색 질의: ['하나님을 직접 본 사람', '하나님을 보는 것', '하나님과의 만남', '하나님을 보고 살아남는 것', '하나님을 직접 경험한 사람', '하나님을 만나는 방법', '하나님을 직접 본 사람이 있는가? 하나님을 보고도 살아남는 것이 가능한가?'] 실제 벡터검색 질의: ['하나님을 직접 본 사람 하나님의 속성 창조주 하나님은 사랑 하나님의 거룩 믿음은 바라는 것들의 실상 믿음으로 의심하지 말라 주를 신뢰', '하나님을 직접 본 사람', '하나님을 보는 것', '하나님과의 만남', '하나님을 보고 살아남는 것', '하나님을 직접 경험한 사람', '하나님을 만나는 방법', '하나님을 직접 본 사람이 있는가? 하나님을 보고도 살아남",
GQ0044,gotquestions_unmapped,"하나님께 질문하는 것은 잘못인가? 우리가 그분에게 질문을 제기할 때, 하나님은 화를 내시는가?",200,topic_search,topic_search|explanation,Y,,,,,,,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요,"1. 핵심 답변 하나님께 질문하는 것은 잘못이 아닙니다. 성경에서는 하나님께 기도하고 간구하는 것이 권장되며, 이는 하나님과의 관계를 깊게 하는 중요한 방법입니다. 하나님은 우리의 질문에 대해 화를 내시기보다는, 우리의 진실한 마음과 간구를 듣고 응답하시는 분입니다. 다만, 질문의 태도와 마음가짐이 중요하며, 하나님께 나아갈 때는 경외심과 존중을 가지고 나아가야 합니다. 2. 관련 구절 설명 - 다니엘 9장 17절: ""우리 하나님이여 지금 주의 종의 기도와 간구를 들으시고…"" 이 구절은 다니엘이 하나님께 간구하며 자신의 죄를 고백하는 모습을 보여줍니다. 이는 하나님께 질문하고 요청하는 것이 우리의 죄를 인식하고 회개하는 과정에서 중요한 역할을 한다는 것을 의미합니다. - 역대하 6장 39절: ""주는 계신 곳 하늘에서 저희의 기도와 간구를 들으시고…"" 이 구절은 하나님께서 우리의 기도를 듣고 응답하신다는 약속을 담고 있습니다. 하나님께 질문하고 간구할 때, 그분은 우리의 상황을 돌아보","[하이브리드 주제검색 결과] 인식 주제: ['기도', '관계', '믿음', '분노', '하나님'] 검색 키워드: ['기도', '간구', '구하라', '부르짖', '기도하라', '아뢰', '구할', '관계', '형제', '이웃', '서로', '화목', '화해', '용납', '믿음', '믿는', '신뢰', '의심', '확신', '바라는 것', '보지 못하는 것', '분노', '화', '노', '성내', '분', '참음', '온유', '하나님', '여호와', '주', '아버지', '창조주', '전능'] LLM 검색 질의: ['하나님께 질문하는 것이 잘못인가?', '하나님과의 대화', '하나님께 질문하기', '하나님은 화를 내시는가?', '하나님과의 관계', '믿음의 질문', '하나님께 질문하는 것은 잘못인가? 우리가 그분에게 질문을 제기할 때, 하나님은 화를 내시는가?'] 실제 벡터검색 질의: ['하나님께 질문하는 것이 잘못인가? 기도하라 간구 부르짖음 구하라 의인의 간구 염려하지 말고 ",
GQ0045,gotquestions_unmapped,유일신은 증명될 수 있는가? 하나님은 오직 한 분이라는 증거가 존재하는가?,200,topic_search,topic_search|explanation,Y,,,,,,,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요,"1. 핵심 답변 하나님이 오직 한 분이라는 믿음은 성경에서 여러 차례 강조됩니다. 역대상 17장 26절에서는 여호와가 하나님이시라는 고백이 나오며, 사무엘하 7장 22절에서는 하나님 외에 참 신이 없음을 분명히 하고 있습니다. 이러한 구절들은 하나님이 유일신이라는 신앙의 근거를 제공합니다. 하나님은 이스라엘 백성을 특별히 선택하시고 그들과 함께 하시며, 그들의 구속을 이루신 분으로 묘사됩니다. 따라서, 성경은 하나님이 한 분이라는 사실을 강력하게 지지하고 있습니다. 2. 관련 구절 설명 - 사무엘하 7장 22절: 이 구절은 하나님이 광대하시고, 그와 같은 존재가 없음을 선언합니다. 이는 하나님이 유일신이라는 믿음을 확고히 하는 데 중요한 역할을 하며, 그분의 독특한 성품과 권위를 강조합니다. - 역대상 17장 26절: 이 구절에서 다윗은 하나님께 기도하며 그분이 유일한 하나님임을 인정합니다. 이는 하나님과의 관계에서 그분의 주권을 인정하는 중요한 고백으로, 신앙의 기초가 됩니다. 3","[하이브리드 주제검색 결과] 인식 주제: ['하나님', '믿음', '분노', '직장'] 검색 키워드: ['하나님', '여호와', '주', '아버지', '창조주', '전능', '믿음', '믿는', '신뢰', '의심', '확신', '바라는 것', '보지 못하는 것', '분노', '화', '노', '성내', '분', '참음', '온유', '직장', '일', '수고', '노동', '섬기', '충성', '게으름'] LLM 검색 질의: ['하나님은 오직 한 분이라는 증거', '유일신의 존재에 대한 증거', '하나님은 한 분이라는 성경적 근거', '하나님의 존재 증명', '하나님에 대한 믿음의 근거', '유일신에 대한 성경의 가르침', '유일신은 증명될 수 있는가? 하나님은 오직 한 분이라는 증거가 존재하는가?'] 실제 벡터검색 질의: ['하나님은 오직 한 분이라는 증거 하나님의 속성 창조주 하나님은 사랑 하나님의 거룩 믿음은 바라는 것들의 실상 믿음으로 의심하지 말라 주를 신뢰 성내기를 더디하",
GQ0046,gotquestions_unmapped,하나님은 왜 질투하는 하나님이신가?,200,topic_search,topic_search|explanation,Y,,,,,,,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요,"1. 핵심 답변 하나님이 질투하신다는 것은 그분이 자신의 백성을 향한 깊은 사랑과 헌신을 가지고 계시다는 것을 의미합니다. 하나님은 이스라엘 백성과의 언약 관계를 통해 그들의 신앙과 삶이 그분에게 온전히 헌신되기를 원하십니다. 따라서 하나님 외에 다른 신을 섬기는 것을 질투로 여기시는 것은 그분의 사랑과 공의에서 비롯된 것입니다. 하나님은 자신의 백성이 진정한 평화와 복을 누리기를 바라시며, 그들이 다른 신들에게서 멀어지기를 원하십니다. 2. 관련 구절 설명 - 사무엘하 7장 22절: 이 구절은 하나님이 이스라엘의 하나님이시며, 그분과 같은 신이 없음을 강조합니다. 이는 하나님이 이스라엘 백성과 특별한 관계를 맺고 계시며, 그들의 신앙이 하나님께만 집중되기를 원하신다는 것을 보여줍니다. - 여호수아 23장 13절: 이 구절은 하나님이 이스라엘 백성에게 주신 땅에서 그들이 하나님을 떠나 다른 신을 섬길 경우의 경고를 담고 있습니다. 이는 하나님이 그들의 삶에 미치는 영향과 그분의 질투","[하이브리드 주제검색 결과] 인식 주제: ['하나님', '사랑', '용서'] 검색 키워드: ['하나님', '여호와', '주', '아버지', '창조주', '전능', '사랑', '사랑하사', '사랑하는', '인애', '자비', '긍휼', '서로 사랑', '용서', '사함', '죄 사함', '용납', '화해', '회복'] LLM 검색 질의: ['하나님은 왜 질투하는가?', '하나님의 질투', '하나님의 사랑과 질투', '우상 숭배에 대한 하나님의 반응', '하나님과의 관계에서의 질투', '하나님은 왜 질투하는 하나님이신가?'] 실제 벡터검색 질의: ['하나님은 왜 질투하는가? 하나님의 속성 창조주 하나님은 사랑 하나님의 거룩 하나님의 사랑 서로 사랑하라 사랑은 하나님께 속한 것 독생자를 주신 사랑 형제를 사랑 용서하라 죄 사함 서로 용서 긍휼 사하여 주옵소서 화해', '하나님은 왜 질투하는가?', '하나님의 질투', '하나님의 사랑과 질투', '우상 숭배에 대한 하나님의 반응', '하나님",
GQ0047,gotquestions_topic,하나님은 죄인이나 불신자의 기도에 응답하시는가?,200,topic_search,topic_search|explanation,Y,기도|믿음,기도|믿음,마태복음 6|빌립보서 4|야고보서 5,마태복음 6|야고보서 5,4,PASS,PASS,정상,"1. 핵심 답변 하나님은 죄인이나 불신자의 기도에 응답하실 수 있습니다. 성경에서는 하나님께서 자신의 백성이 회개하고 돌아올 때 그들의 기도를 들으신다고 말씀하십니다. 예를 들어, 다니엘은 자신의 죄와 조상들의 죄를 고백하며 기도할 때, 하나님께서 그의 기도를 들으시고 응답하셨습니다. 또한, 하나님은 고난 중에 있는 자의 기도를 귀 기울여 들으신다고 약속하십니다. 그러므로 하나님께서는 우리의 마음이 진실할 때, 즉 회개하고 그분께 나아올 때 기도를 들으실 수 있습니다. 2. 관련 구절 설명 - 다니엘 9장 18절: 이 구절에서 다니엘은 자신의 의가 아닌 하나님의 긍휼을 의지하여 기도합니다. 이는 하나님께서 우리의 죄를 고백하고 회개하는 마음을 보실 때, 그 기도를 응답하실 준비가 되어 있음을 보여줍니다. - 야고보서 5장 15절: 이 구절은 믿음의 기도가 병든 자를 구원하고, 죄를 사함받는다는 약속을 담고 있습니다. 이는 하나님께서 기도를 통해 우리를 회복시키고, 우리의 영혼을 구원","[하이브리드 주제검색 결과] 인식 주제: ['기도', '용서', '구원', '회개', '죄', '하나님'] 검색 키워드: ['기도', '간구', '구하라', '부르짖', '기도하라', '아뢰', '구할', '용서', '사함', '죄 사함', '용납', '긍휼', '화해', '회복', '구원', '영생', '멸망', '구속', '복음', '생명', '죄에서', '회개', '돌이키', '죄인', '죄를', '회개하라', '돌아오', '고백', '죄', '범죄', '악', '불의', '허물', '하나님', '여호와', '주', '아버지', '창조주', '전능'] LLM 검색 질의: ['하나님은 죄인이나 불신자의 기도에 응답하시는가?', '하나님은 기도를 들으시는가', '죄인의 기도에 대한 성경의 가르침', '불신자의 기도 응답 여부', '하나님의 은혜와 기도', '회개와 기도의 관계'] 실제 벡터검색 질의: ['하나님은 죄인이나 불신자의 기도에 응답하시는가? 기도하라 간구 부르짖음 구하라",
