case_id,category,question,http_status,question_type,expected_route,route_ok,expected_topics,topic_hits,expected_reference_keywords,reference_hits,score,verdict,answer_preview,evidence_preview,manual_notes,eval_label_status,final_verdict,issue_type
GQ0038,gotquestions_unmapped,하나님은 오늘날에도 여전히 우리에게 음성을 들려주시는가?,200,topic_search,topic_search|explanation,Y,,,,,1,FAIL,"1. 핵심 답변 하나님은 오늘날에도 여전히 우리에게 음성을 들려주십니다. 성경에서는 기도를 통해 하나님과의 소통이 이루어짐을 보여줍니다. 예를 들어, 열왕기상 8장과 역대하 6장에서 기도하는 이의 간구를 하나님께서 들으신다고 말씀하십니다. 이러한 구절들은 하나님께서 우리의 기도를 듣고 응답하신다는 확신을 줍니다. 그러므로 우리가 기도할 때, 하나님께서 우리의 기도를 들으시고 응답하실 것이라는 믿음을 가지고 나아가야 합니다. 2. 관련 구절 설명 - 열왕기상 8장 28-30절: 이 구절은 솔로몬이 하나님께 기도하는 장면을 담고 있습니다. 그는 하나님께서 그의 기도를 듣고 응답해 주시기를 간구하며, 하나님이 그 기도를 들으실 것이라는 믿음을 표현합니다. 이는 하나님과의 관계가 기도를 통해 깊어질 수 있음을 보여줍니다. - 마태복음 6장 6절: 예수님은 기도할 때 은밀한 중에 계신 아버지께 기도하라고 말씀하십니다. 이는 하나님과의 개인적인 관계를 강조하며, 우리의 기도가 하나님께 직접적으","[하이브리드 주제검색 결과] 인식 주제: ['하나님', '기도', '소망'] 검색 키워드: ['하나님', '여호와', '주', '아버지', '창조주', '전능', '기도', '간구', '구하라', '부르짖', '기도하라', '아뢰', '구할', '소망', '기대', '기다림', '영광', '약속', '장래', '희망'] LLM 검색 질의: ['하나님은 오늘날에도 음성을 들려주시는가?', '하나님의 음성', '하나님과의 소통', '성령의 인도하심', '기도의 응답', '하나님의 뜻', '하나님은 오늘날에도 여전히 우리에게 음성을 들려주시는가?'] 실제 벡터검색 질의: ['하나님은 오늘날에도 음성을 들려주시는가? 하나님의 속성 창조주 하나님은 사랑 하나님의 거룩 기도하라 간구 부르짖음 구하라 의인의 간구 염려하지 말고 기도 소망 하나님의 약속 장래 소망 기다림 영광', '하나님은 오늘날에도 음성을 들려주시는가?', '하나님의 음성', '하나님과의 소통', '성령의 인도하심', '기도의 ",,UNLABELED,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요
GQ0039,gotquestions_unmapped,하나님은 사랑이시라는 무슨 뜻인가?,200,explanation,topic_search|explanation,Y,,,,,1,FAIL,"1. 핵심 답변 하나님은 사랑이시라는 말은 하나님 본질의 핵심이 사랑이라는 것을 의미합니다. 요한1서 4장 8절에서는 ""하나님은 사랑이심이라""라고 명확하게 언급하며, 하나님이 우리를 사랑하시는 방식이 우리의 사랑의 기준이 되어야 함을 강조합니다. 하나님은 우리를 위해 독생자를 보내셔서 우리의 죄를 사하시고, 그 사랑을 통해 우리가 서로 사랑해야 할 이유를 제공합니다. 따라서 하나님을 알고 믿는 사람은 자연스럽게 그 사랑을 다른 사람에게도 나누어야 합니다. 2. 관련 구절 설명 - 요한1서 4장 9절: ""하나님의 사랑이 우리에게 이렇게 나타난 바 되었으니 하나님이 자기의 독생자를 세상에 보내심은 저로 말미암아 우리를 살리려 하심이니라."" 이 구절은 하나님의 사랑이 구체적으로 어떻게 나타났는지를 설명합니다. 하나님은 단순히 사랑을 말씀하신 것이 아니라, 그 사랑을 행동으로 보여주셨습니다. 독생자를 보내심으로써 인류를 구원하려는 하나님의 의도를 드러냅니다. - 요한1서 4장 19절: ""우","[하이브리드 주제검색 결과] 인식 주제: ['사랑', '하나님', '은사', '방언'] 검색 키워드: ['사랑', '사랑하사', '사랑하는', '인애', '자비', '긍휼', '서로 사랑', '하나님', '여호와', '주', '아버지', '창조주', '전능', '은사', '영적 은사', '선물', '성령의 은사', '방언', '통역', '언어', '말하게 하심'] LLM 검색 질의: ['하나님은 사랑이시라는 의미', '하나님 사랑의 본질', '하나님의 사랑이란 무엇인가', '하나님 사랑의 표현', '사랑의 정의 성경적 관점', '하나님과 사랑의 관계', '하나님은 사랑이시라는 무슨 뜻인가?'] 실제 벡터검색 질의: ['하나님은 사랑이시라는 의미 하나님의 사랑 서로 사랑하라 사랑은 하나님께 속한 것 독생자를 주신 사랑 형제를 사랑 하나님의 속성 창조주 하나님은 사랑 하나님의 거룩 성령의 은사 여러 은사 몸을 세우는 은사 공동체의 유익 방언의 은사 각 언어로 말함 방언 통역 교회에서 방",,UNLABELED,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요
GQ0040,gotquestions_unmapped,구약의 하나님은 신약의 하나님과 왜 그렇게 다른가?,200,explanation,topic_search|explanation,Y,,,,,1,FAIL,"1. 핵심 답변 구약의 하나님과 신약의 하나님은 본질적으로 동일하지만, 그 표현 방식과 관계의 맥락에서 차이를 보입니다. 구약에서는 주로 이스라엘 백성과의 언약 관계를 통해 하나님의 공의와 심판이 강조되며, 그들의 죄에 대한 징계와 회복의 과정이 두드러집니다. 반면 신약에서는 예수 그리스도를 통해 하나님의 사랑과 은혜가 더욱 명확하게 드러나며, 모든 인류를 위한 구원의 메시지가 중심이 됩니다. 이러한 차이는 하나님이 역사 속에서 인류와 관계를 맺어가시는 방식의 변화로 이해할 수 있습니다. 2. 관련 구절 설명 - 이사야 63장 16절에서는 하나님이 ""우리의 아버지""라고 표현되며, 이는 하나님과 이스라엘 백성 간의 친밀한 관계를 나타냅니다. 이 구절은 하나님이 단순한 심판자가 아니라, 사랑과 구원의 하나님임을 강조합니다. - 열왕기상 8장 34절에서는 이스라엘 백성이 죄를 범했을 때 하나님께 돌아오기를 기도하는 모습이 그려집니다. 이는 하나님이 회개하는 자를 용서하시고, 그들을 다시 ","[하이브리드 주제검색 결과] 인식 주제: ['하나님'] 검색 키워드: ['하나님', '여호와', '주', '아버지', '창조주', '전능'] LLM 검색 질의: ['구약과 신약의 하나님 차이', '구약의 하나님과 신약의 하나님 비교', '하나님의 성품 변화', '하나님의 언약', '하나님의 구속 계획', '하나님의 사랑과 진노', '구약의 하나님은 신약의 하나님과 왜 그렇게 다른가?'] 실제 벡터검색 질의: ['구약과 신약의 하나님 차이 하나님의 속성 창조주 하나님은 사랑 하나님의 거룩', '구약과 신약의 하나님 차이', '구약의 하나님과 신약의 하나님 비교', '하나님의 성품 변화', '하나님의 언약', '하나님의 구속 계획', '하나님의 사랑과 진노', '구약의 하나님은 신약의 하나님과 왜 그렇게 다른가?'] - 이사야 63장 | score=0.598 | keyword=13 | boost=0.0 16절 주는 우리 아버지시라 아브라함은 우리를 모르고 이스라엘은 우리를 인정치 아니할",,UNLABELED,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요
GQ0041,gotquestions_topic,하나님은 악을 창조하셨는가?,200,topic_search,topic_search|explanation,Y,창조|말씀|지혜,창조|말씀,창세기 1|창세기 2|시편 19,,2,CHECK,"1. 핵심 답변 하나님이 악을 창조하셨는지에 대한 질문은 성경에서 명확히 답변되지 않습니다. 성경은 하나님이 선하시고 의로우신 분으로 묘사되며, 악은 인간의 죄와 선택의 결과로 나타나는 것으로 설명됩니다. 예를 들어, 에스라 9장에서는 이스라엘 백성이 자신의 악한 행실로 인해 고난을 겪었다고 언급합니다. 이는 악이 하나님에 의해 창조된 것이 아니라, 인간의 타락과 죄로 인해 발생한 것임을 시사합니다. 따라서 악은 하나님이 의도하신 것이 아니라, 인간의 자유 의지와 선택에서 비롯된 결과로 이해할 수 있습니다. 2. 관련 구절 설명 - 에스라 9장 13절: 이 구절은 이스라엘 백성이 자신의 죄로 인해 겪는 고난을 회상하며, 하나님이 그들에게 형벌을 경감해 주신 것을 언급합니다. 이는 하나님이 악을 창조하신 것이 아니라, 인간의 죄로 인해 고난이 발생한다는 점을 강조합니다. - 열왕기상 8장 46절: 이 구절에서는 범죄하는 인간의 본성을 언급하며, 모든 사람이 범죄할 수 있음을 보여줍니다","[하이브리드 주제검색 결과] 인식 주제: ['하나님', '죄', '고난', '창조'] 검색 키워드: ['하나님', '여호와', '주', '아버지', '창조주', '전능', '죄', '죄인', '범죄', '악', '불의', '허물', '고난', '환난', '시험', '핍박', '눈물', '위로', '고통', '시련', '창조', '창세기', '만물', '하늘과 땅', '환경', '피조물'] LLM 검색 질의: ['하나님은 악을 창조하셨는가?', '하나님의 창조', '악의 존재', '하나님의 뜻과 악', '선과 악의 개념', '하나님의 주권과 인간의 선택'] 실제 벡터검색 질의: ['하나님은 악을 창조하셨는가? 하나님의 속성 창조주 하나님은 사랑 하나님의 거룩 고난 환난 시험 위로 인내 고난 중 소망 태초에 하나님이 천지를 창조 땅을 다스리라 여호와의 것이로다 창조세계', '하나님은 악을 창조하셨는가?', '하나님의 창조', '악의 존재', '하나님의 뜻과 악', '선과 악의 개념', ",,LABELED,CHECK,부분 성공: 근거 보강 또는 라벨 점검
GQ0042,gotquestions_unmapped,왜 하나님 은 착한 사람들에게 나쁜 일이 일어나는 것을 허락하시는가?,200,topic_search,topic_search|explanation,Y,,,,,1,FAIL,"1. 핵심 답변 하나님이 착한 사람들에게 나쁜 일이 일어나는 것을 허락하시는 이유는 여러 가지가 있습니다. 첫째, 인간의 죄와 불순종으로 인해 세상에 고난이 존재하게 되었음을 성경은 가르칩니다. 둘째, 고난은 때로 하나님의 위로와 은혜를 경험하게 하는 기회가 되기도 합니다. 마지막으로, 하나님은 우리의 고난을 통해 다른 이들을 위로할 수 있는 능력을 주시며, 이를 통해 하나님의 뜻이 이루어질 수 있습니다. 2. 관련 구절 설명 - 고린도후서 1장 4절: 이 구절은 하나님이 우리의 모든 환난 중에서 위로하신다는 것을 강조합니다. 고난을 통해 우리는 하나님의 위로를 경험하고, 그 위로로 다른 이들을 도울 수 있는 능력을 얻게 됩니다. 이는 고난이 단순한 고통이 아니라, 하나님과의 관계를 깊게 하고 공동체를 세우는 중요한 역할을 한다는 것을 보여줍니다. - 여호수아 23장 15절: 이 구절은 하나님이 주신 모든 선한 일이 이루어짐과 동시에 불길한 일도 임할 수 있음을 경고합니다. 이는 하","[하이브리드 주제검색 결과] 인식 주제: ['고난', '위로', '소망', '직장', '하나님'] 검색 키워드: ['고난', '환난', '시험', '핍박', '눈물', '위로', '고통', '시련', '평안', '안위', '두려워', '염려', '근심', '소망', '기대', '기다림', '영광', '약속', '장래', '희망', '직장', '일', '수고', '노동', '섬기', '충성', '게으름', '하나님', '여호와', '주', '아버지', '창조주', '전능'] LLM 검색 질의: ['하나님이 착한 사람에게 고난을 허락하는 이유', '하나님은 왜 고난을 허락하시는가', '착한 사람의 고난에 대한 성경적 해석', '고난을 통해 배우는 것', '하나님의 뜻과 고난', '고난 중에 하나님을 신뢰하는 방법', '왜 하나님 은 착한 사람들에게 나쁜 일이 일어나는 것을 허락하시는가?'] 실제 벡터검색 질의: ['하나님이 착한 사람에게 고난을 허락하는 이유 고난 환난 시험 위로 인내 ",,UNLABELED,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요
GQ0043,gotquestions_unmapped,하나님을 직접 본 사람이 있는가? 하나님을 보고도 살아남는 것이 가능한가?,200,topic_search,topic_search|explanation,Y,,,,,1,FAIL,"1. 핵심 답변 하나님을 직접 본 사람에 대한 성경의 언급은 명확하지 않습니다. 그러나 출애굽기 33장 20절에서는 하나님을 직접 보는 것이 불가능하다고 말하며, ""나를 보고 살 자가 없느니라""라고 기록되어 있습니다. 이는 하나님의 거룩함과 인간의 연약함을 강조하는 부분입니다. 하나님을 보고도 살아남는 것은 불가능하다는 점에서, 하나님을 만나는 경험은 그분의 임재를 느끼는 것이지, 육체적으로 그분을 보는 것은 아니라는 것을 알 수 있습니다. 2. 관련 구절 설명 - 출애굽기 33장 20절: 이 구절은 하나님을 직접 보는 것이 인간에게는 불가능하다는 것을 명확히 하고 있습니다. 이는 하나님의 거룩함과 인간의 죄성을 대비시키며, 하나님과의 관계에서 우리가 어떻게 접근해야 하는지를 생각하게 합니다. - 이사야 6장 5절: 이사야는 하나님의 영광을 보고 자신이 죄인임을 깨닫고 두려워합니다. 이는 하나님을 만나는 것이 얼마나 경외로운 경험인지 보여주며, 그분의 임재 앞에서 우리의 상태를 돌아","[하이브리드 주제검색 결과] 인식 주제: ['하나님', '믿음'] 검색 키워드: ['하나님', '여호와', '주', '아버지', '창조주', '전능', '믿음', '믿는', '신뢰', '의심', '확신', '바라는 것', '보지 못하는 것'] LLM 검색 질의: ['하나님을 직접 본 사람과 그 결과', '하나님을 본 사람', '하나님을 보고 살아남는 것', '하나님과의 만남', '하나님을 보는 것의 의미', '하나님을 직접 경험한 사람들', '하나님을 직접 본 사람이 있는가? 하나님을 보고도 살아남는 것이 가능한가?'] 실제 벡터검색 질의: ['하나님을 직접 본 사람과 그 결과 하나님의 속성 창조주 하나님은 사랑 하나님의 거룩 믿음은 바라는 것들의 실상 믿음으로 의심하지 말라 주를 신뢰', '하나님을 직접 본 사람과 그 결과', '하나님을 본 사람', '하나님을 보고 살아남는 것', '하나님과의 만남', '하나님을 보는 것의 의미', '하나님을 직접 경험한 사람들', '하나님을 직접",,UNLABELED,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요
GQ0044,gotquestions_unmapped,"하나님께 질문하는 것은 잘못인가? 우리가 그분에게 질문을 제기할 때, 하나님은 화를 내시는가?",200,topic_search,topic_search|explanation,Y,,,,,1,FAIL,"1. 핵심 답변 하나님께 질문하는 것이 잘못된 것은 아닙니다. 성경에서도 여러 인물들이 하나님께 질문하고 간구하는 모습을 볼 수 있습니다. 하나님은 우리의 질문에 대해 화를 내시기보다는 우리의 마음과 태도를 보십니다. 다만, 질문을 할 때는 경외심과 존중을 가지고 접근하는 것이 중요합니다. 하나님은 우리의 기도를 듣고 응답하시는 분이시므로, 그분께 솔직하게 나아가는 것이 바람직합니다. 2. 관련 구절 설명 - 다니엘 9장 18절: ""나의 하나님이여 귀를 기울여 들으시며 눈을 떠서 우리의 황폐된 상황과 주의 이름으로 일컫는 성을 보옵소서."" 이 구절은 다니엘이 하나님께 간구하며 자신의 죄와 백성의 죄를 고백하는 모습입니다. 이는 하나님께 질문하고 간구하는 것이 단순한 요구가 아니라, 자신의 상태를 인식하고 하나님께 의지하는 태도를 보여줍니다. - 역대하 6장 37절: ""저희가 사로잡혀 간 땅에서 스스로 깨닫고 그 사로잡은 자의 땅에서 돌이켜 주께 간구하기를 우리가 범죄하여 패역을 행하","[하이브리드 주제검색 결과] 인식 주제: ['기도', '관계', '믿음', '분노', '하나님'] 검색 키워드: ['기도', '간구', '구하라', '부르짖', '기도하라', '아뢰', '구할', '관계', '형제', '이웃', '서로', '화목', '화해', '용납', '믿음', '믿는', '신뢰', '의심', '확신', '바라는 것', '보지 못하는 것', '분노', '화', '노', '성내', '분', '참음', '온유', '하나님', '여호와', '주', '아버지', '창조주', '전능'] LLM 검색 질의: ['하나님께 질문하는 것이 잘못인가?', '하나님과의 대화', '하나님께 질문하기', '하나님은 화를 내시는가?', '하나님과의 관계', '믿음의 질문', '하나님께 질문하는 것은 잘못인가? 우리가 그분에게 질문을 제기할 때, 하나님은 화를 내시는가?'] 실제 벡터검색 질의: ['하나님께 질문하는 것이 잘못인가? 기도하라 간구 부르짖음 구하라 의인의 간구 염려하지 말고 ",,UNLABELED,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요
GQ0045,gotquestions_unmapped,유일신은 증명될 수 있는가? 하나님은 오직 한 분이라는 증거가 존재하는가?,200,topic_search,topic_search|explanation,Y,,,,,1,FAIL,"1. 핵심 답변 하나님이 오직 한 분이라는 사실은 성경에서 여러 차례 강조되고 있습니다. 사무엘하 7장 22절에서는 여호와 하나님이 광대하시며, 그와 같은 신이 없다고 선언합니다. 이는 하나님이 유일신임을 분명히 나타내는 구절로, 다른 신들과 비교할 수 없는 독특한 존재임을 강조합니다. 또한, 역대상 29장 11절에서도 하나님이 만유의 머리이자 모든 것이 그에게 속한다고 말하고 있습니다. 이러한 구절들은 하나님이 유일신이라는 믿음을 확고히 하는 데 중요한 역할을 합니다. 2. 관련 구절 설명 - 사무엘하 7장 22절: 이 구절은 하나님이 유일한 참신임을 강조합니다. 이스라엘 백성이 하나님을 신뢰하고 그를 경배해야 하는 이유를 명확히 보여줍니다. - 역대상 29장 11절: 하나님이 모든 권세와 능력을 가지신 분임을 나타냅니다. 이는 하나님이 모든 것을 주관하시며, 그에게 모든 것이 속해 있다는 점에서 유일신의 개념을 더욱 확고히 합니다. 3. 본문 설명 사무엘하 7장과 역대상 17장에","[하이브리드 주제검색 결과] 인식 주제: ['하나님', '분노', '직장'] 검색 키워드: ['하나님', '여호와', '주', '아버지', '창조주', '전능', '분노', '화', '노', '성내', '분', '참음', '온유', '직장', '일', '수고', '노동', '섬기', '충성', '게으름'] LLM 검색 질의: ['하나님의 존재와 유일성에 대한 증거', '하나님은 한 분이라는 증거', '유일신의 존재 증명', '하나님에 대한 믿음의 근거', '하나님의 본질과 유일성', '신의 존재에 대한 철학적 논의', '유일신은 증명될 수 있는가? 하나님은 오직 한 분이라는 증거가 존재하는가?'] 실제 벡터검색 질의: ['하나님의 존재와 유일성에 대한 증거 하나님의 속성 창조주 하나님은 사랑 하나님의 거룩 성내기를 더디하라 온유 분을 품지 말라 용서 무슨 일을 하든지 주께 하듯 충성 수고', '하나님의 존재와 유일성에 대한 증거', '하나님은 한 분이라는 증거', '유일신의 존재 증",,UNLABELED,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요
GQ0046,gotquestions_unmapped,하나님은 왜 질투하는 하나님이신가?,200,topic_search,topic_search|explanation,Y,,,,,1,FAIL,"1. 핵심 답변 하나님이 질투하는 하나님이라는 표현은 하나님께서 자신의 백성을 향한 사랑과 헌신을 강조하는 방식입니다. 하나님은 이스라엘 백성이 다른 신들에게 마음을 빼앗기는 것을 원치 않으시며, 그들의 진정한 보호자이자 구속자이십니다. 이러한 질투는 단순한 감정이 아니라, 하나님이 자신의 백성을 향한 깊은 사랑과 그들이 올바른 길로 나아가기를 바라는 마음에서 비롯됩니다. 하나님은 그들의 신실한 관계를 회복하고자 하시며, 이를 통해 그들이 진정한 평화와 안전을 누리기를 원하십니다. 2. 관련 구절 설명 - 사무엘하 7장 22절: 이 구절은 하나님이 얼마나 위대하신지를 강조합니다. 하나님 외에는 참 신이 없다는 사실은 그분이 유일한 구속자이자 보호자라는 것을 보여줍니다. 이는 하나님이 자신의 백성을 향한 질투가 그들의 진정한 안전과 평화를 위해 필요하다는 것을 시사합니다. - 열왕기상 8장 34절: 이 구절에서는 이스라엘 백성이 하나님께 범죄했을 때, 하나님께서 그들의 기도를 들으시고","[하이브리드 주제검색 결과] 인식 주제: ['하나님', '사랑', '용서'] 검색 키워드: ['하나님', '여호와', '주', '아버지', '창조주', '전능', '사랑', '사랑하사', '사랑하는', '인애', '자비', '긍휼', '서로 사랑', '용서', '사함', '죄 사함', '용납', '화해', '회복'] LLM 검색 질의: ['하나님은 왜 질투하는가?', '하나님의 질투', '하나님과 우상', '하나님의 사랑과 질투', '신명기 4:24', '출애굽기 20:5', '하나님은 왜 질투하는 하나님이신가?'] 실제 벡터검색 질의: ['하나님은 왜 질투하는가? 하나님의 속성 창조주 하나님은 사랑 하나님의 거룩 하나님의 사랑 서로 사랑하라 사랑은 하나님께 속한 것 독생자를 주신 사랑 형제를 사랑 용서하라 죄 사함 서로 용서 긍휼 사하여 주옵소서 화해', '하나님은 왜 질투하는가?', '하나님의 질투', '하나님과 우상', '하나님의 사랑과 질투', '신명기 4:24', '출애굽기",,UNLABELED,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요
GQ0047,gotquestions_topic,하나님은 죄인이나 불신자의 기도에 응답하시는가?,200,topic_search,topic_search|explanation,Y,기도|믿음,기도|믿음,마태복음 6|빌립보서 4|야고보서 5,마태복음 6|야고보서 5,4,PASS,"1. 핵심 답변 하나님은 죄인이나 불신자의 기도에 응답하시는 경우가 있습니다. 시편 102편에서는 고통 중에 있는 자가 하나님께 기도하며 응답을 구하는 모습을 보여줍니다. 또한, 다니엘서에서는 이스라엘 백성이 죄를 회개하고 하나님께 돌아올 때, 하나님이 그들의 기도를 들으신다고 말씀하고 있습니다. 이러한 구절들은 하나님이 우리의 마음과 태도를 보시고 응답하신다는 것을 알려줍니다. 그러므로 하나님께 나아가는 모든 기도가 그 자체로 의미가 있으며, 진정한 회개와 간구가 있을 때 하나님은 응답하실 수 있습니다. 2. 관련 구절 설명 - 시편 102장 1-2절: 이 구절은 고통 중에 있는 자가 하나님께 기도하는 모습으로, 하나님께서 그 기도를 들으시고 응답하실 것을 간구합니다. 이는 하나님이 고통받는 자의 기도를 외면하지 않으신다는 중요한 메시지를 전달합니다. - 다니엘 9장 18절: 다니엘은 자신의 의가 아닌 하나님의 긍휼을 의지하여 기도합니다. 이는 하나님께서 우리의 의로움이 아닌 그분","[하이브리드 주제검색 결과] 인식 주제: ['기도', '용서', '구원', '회개', '죄', '하나님'] 검색 키워드: ['기도', '간구', '구하라', '부르짖', '기도하라', '아뢰', '구할', '용서', '사함', '죄 사함', '용납', '긍휼', '화해', '회복', '구원', '영생', '멸망', '구속', '복음', '생명', '죄에서', '회개', '돌이키', '죄인', '죄를', '회개하라', '돌아오', '고백', '죄', '범죄', '악', '불의', '허물', '하나님', '여호와', '주', '아버지', '창조주', '전능'] LLM 검색 질의: ['하나님은 죄인이나 불신자의 기도에 응답하시는가?', '하나님은 기도를 들으신다', '죄인과 불신자의 기도', '하나님의 은혜와 기도 응답', '회개와 기도의 관계', '하나님과의 관계에서 기도'] 실제 벡터검색 질의: ['하나님은 죄인이나 불신자의 기도에 응답하시는가? 기도하라 간구 부르짖음 구하라 의인의 ",,LABELED,PASS,정상
GQ0048,gotquestions_unmapped,하나님/성경은 성을 차별하는가? 성경은 여성에 대한 편견을 가지고 있는가?,200,topic_search,topic_search|explanation,Y,,,,,1,FAIL,"1. 핵심 답변 성경은 특정 성별에 대한 차별을 조장하지 않으며, 하나님은 모든 인류를 동일하게 사랑하십니다. 다만, 성경의 문화적 배경에서 남성과 여성의 역할이 다르게 묘사되는 경우가 있습니다. 이는 당시 사회의 관습과 맥락을 반영한 것이며, 하나님은 모든 사람에게 공평한 사랑과 구원을 제공하십니다. 따라서 성경을 통해 우리는 성별에 따른 편견이 아닌, 하나님의 공의와 사랑을 이해해야 합니다. 2. 관련 구절 설명 - **다니엘 9장 16-18절**: 이 구절은 다니엘이 하나님께 기도하며 자신의 죄와 조상들의 죄를 고백하는 장면입니다. 여기서 다니엘은 하나님께서 공의로우시며, 모든 사람에게 긍휼을 베푸시는 분임을 강조합니다. 이는 하나님이 모든 인류를 동일하게 대하신다는 메시지를 전달합니다. - **사무엘하 7장 22절**: 이 구절은 하나님이 이스라엘 백성을 특별히 선택하신 것을 나타냅니다. 하나님은 그들의 하나님이 되시며, 이는 특정 성별이나 인종을 넘어서는 하나님의 사랑을 보","[하이브리드 주제검색 결과] 인식 주제: ['윤리', '관계', '말씀', '하나님'] 검색 키워드: ['윤리', '옳은', '죄인가', '해도 되', '괜찮', '판단', '양심', '관계', '형제', '이웃', '서로', '화목', '화해', '용납', '말씀', '율법', '계명', '성경', '가르침', '교훈', '하나님', '여호와', '주', '아버지', '창조주', '전능'] LLM 검색 질의: ['하나님은 성을 차별하는가?', '성경의 성에 대한 가르침', '여성에 대한 성경의 태도', '하나님의 공의와 차별', '성경의 성 역할', '여성과 남성의 평등', '하나님/성경은 성을 차별하는가? 성경은 여성에 대한 편견을 가지고 있는가?'] 실제 벡터검색 질의: ['하나님은 성을 차별하는가? 믿음을 따라 하지 않는 것은 죄 하나님의 영광을 위하여 양심 덕을 세움 서로 사랑 서로 용서 화목 형제 사랑 이웃 사랑 주의 말씀 율법 계명 말씀을 묵상 하나님의 속성 창조주 하나",,UNLABELED,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요
GQ0049,gotquestions_unmapped,"하나님은 왜 자연 재해, 즉, 지진, 태풍, 쓰나미 , 산사태 등을 허락하시는가?",200,topic_search,topic_search|explanation,Y,,,,,1,FAIL,"1. 핵심 답변 하나님이 자연 재해를 허락하시는 이유는 여러 가지가 있을 수 있습니다. 성경에서는 인간의 죄와 불순종이 하나님의 진노를 초래할 수 있으며, 이는 자연 재해와 같은 형태로 나타날 수 있음을 보여줍니다. 또한, 하나님은 인간에게 자유 의지를 주셨기에, 그 선택에 따른 결과로서 자연의 질서가 영향을 받을 수 있습니다. 이러한 재해는 때로는 경고의 메시지로 작용하여 사람들을 하나님께로 돌아오게 하는 기회가 될 수 있습니다. 2. 관련 구절 설명 - 여호수아 23장 15절: 이 구절은 하나님이 이스라엘 백성에게 주신 땅에서 그들이 범죄할 경우 불길한 일이 그들에게 임할 것이라는 경고를 담고 있습니다. 이는 하나님과의 관계가 얼마나 중요한지를 강조하며, 인간의 선택이 가져오는 결과를 보여줍니다. - 열왕기상 8장 35절: 이 구절에서는 이스라엘 백성이 범죄로 인해 하늘이 닫히고 비가 없게 되는 상황을 언급합니다. 이는 하나님이 그들의 죄를 통해 자연의 법칙을 사용하신다는 것을 ","[하이브리드 주제검색 결과] 인식 주제: ['고난', '하나님', '환경'] 검색 키워드: ['고난', '환난', '시험', '핍박', '눈물', '위로', '고통', '시련', '하나님', '여호와', '주', '아버지', '창조주', '전능', '환경', '창조세계', '자연', '피조물', '땅', '관리'] LLM 검색 질의: ['하나님이 자연 재해를 허락하시는 이유', '하나님의 뜻과 고난', '자연 재해와 하나님의 계획', '고난 중의 하나님의 사랑', '하나님과 인간의 고난', '재난과 신앙의 관계', '하나님은 왜 자연 재해, 즉, 지진, 태풍, 쓰나미 , 산사태 등을 허락하시는가?'] 실제 벡터검색 질의: ['하나님이 자연 재해를 허락하시는 이유 고난 환난 시험 위로 인내 고난 중 소망 하나님의 속성 창조주 하나님은 사랑 하나님의 거룩 창조세계 관리 땅은 여호와의 것 동산을 다스리며 지키게 하심', '하나님이 자연 재해를 허락하시는 이유', '하나님의 뜻과 고난', ",,UNLABELED,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요
